time,transactions,batch_throughput_TPS,avg_tx_duration_ms
4, 100, 27.32, 36.68
8, 100, 26.45, 37.82
12, 100, 24.15, 41.48
17, 100, 21.59, 46.39
21, 100, 22.02, 45.45
26, 100, 23.36, 42.84
29, 100, 26.73, 37.47
33, 100, 26.73, 37.48
37, 100, 26.88, 37.25
41, 100, 26.88, 37.23
44, 100, 26.31, 38.00
48, 100, 26.88, 37.23
52, 100, 26.66, 37.57
56, 100, 26.59, 37.62
60, 100, 26.52, 37.74
63, 100, 25.90, 38.63
67, 100, 27.02, 37.06
71, 100, 27.02, 37.04
74, 100, 27.47, 36.48
78, 100, 26.73, 37.42
82, 100, 27.17, 36.83
86, 100, 26.66, 37.52
89, 100, 26.52, 37.72
93, 100, 26.45, 37.83
97, 100, 26.38, 37.90
101, 100, 27.17, 36.88
104, 100, 27.47, 36.41
108, 100, 26.38, 37.95
112, 100, 27.02, 37.04
116, 100, 26.80, 37.39
119, 100, 26.52, 37.78
123, 100, 27.17, 36.80
127, 100, 26.59, 37.62
131, 100, 25.38, 39.49
135, 100, 21.83, 45.86
140, 100, 21.36, 46.87
144, 100, 23.47, 42.61
148, 100, 25.97, 38.57
152, 100, 26.73, 37.41
156, 100, 26.59, 37.63
160, 100, 26.59, 37.64
163, 100, 26.38, 37.97
167, 100, 26.66, 37.53
171, 100, 26.95, 37.16
175, 100, 25.64, 39.09
179, 100, 25.83, 38.78
182, 100, 26.66, 37.50
186, 100, 26.59, 37.68
190, 100, 26.73, 37.41
194, 100, 26.59, 37.62
198, 100, 25.77, 38.87
201, 100, 27.24, 36.77
205, 100, 26.38, 37.91
209, 100, 27.47, 36.49
213, 100, 26.17, 38.24
216, 100, 26.31, 38.04
220, 100, 26.73, 37.42
224, 100, 27.02, 37.04
228, 100, 26.88, 37.23
231, 100, 26.45, 37.87
235, 100, 26.88, 37.24
239, 100, 26.17, 38.21
243, 100, 27.39, 36.59
246, 100, 26.73, 37.49
250, 100, 24.63, 40.65
255, 100, 20.57, 48.65
260, 100, 21.41, 46.72
264, 100, 22.72, 44.09
268, 100, 26.45, 37.88
272, 100, 26.88, 37.29
276, 100, 26.80, 37.35
279, 100, 26.59, 37.62
283, 100, 26.73, 37.47
287, 100, 26.66, 37.52
291, 100, 26.45, 37.84
294, 100, 26.73, 37.41
298, 100, 26.80, 37.37
302, 100, 26.45, 37.85
306, 100, 26.88, 37.27
309, 100, 26.31, 38.08
313, 100, 26.73, 37.47
317, 100, 26.66, 37.51
321, 100, 27.02, 37.04
