time,transactions,batch_throughput_TPS,avg_tx_duration_ms
4, 100, 28.32, 35.36
7, 100, 28.24, 35.44
11, 100, 27.93, 35.80
14, 100, 28.24, 35.42
18, 100, 27.70, 36.12
22, 100, 27.62, 36.26
25, 100, 27.62, 36.22
29, 100, 28.24, 35.47
32, 100, 27.77, 36.01
36, 100, 28.16, 35.56
40, 100, 28.40, 35.22
43, 100, 27.93, 35.80
47, 100, 28.24, 35.45
50, 100, 28.65, 34.98
54, 100, 28.32, 35.35
57, 100, 28.01, 35.74
61, 100, 27.70, 36.19
65, 100, 27.85, 35.93
68, 100, 27.93, 35.83
72, 100, 27.62, 36.26
75, 100, 28.08, 35.69
79, 100, 28.08, 35.65
82, 100, 28.24, 35.47
86, 100, 27.77, 36.06
90, 100, 28.32, 35.39
93, 100, 28.32, 35.39
97, 100, 27.24, 36.78
101, 100, 25.70, 38.96
104, 100, 27.54, 36.34
108, 100, 28.01, 35.75
112, 100, 27.93, 35.88
115, 100, 28.40, 35.20
119, 100, 27.85, 35.98
122, 100, 28.24, 35.43
126, 100, 27.77, 36.02
129, 100, 27.85, 35.97
133, 100, 28.32, 35.32
137, 100, 28.24, 35.44
140, 100, 27.54, 36.31
144, 100, 27.47, 36.41
147, 100, 28.57, 35.00
151, 100, 27.77, 36.03
154, 100, 28.24, 35.43
158, 100, 27.70, 36.14
162, 100, 28.16, 35.57
165, 100, 28.16, 35.57
169, 100, 26.95, 37.19
172, 100, 28.32, 35.37
176, 100, 27.93, 35.87
180, 100, 27.77, 36.03
183, 100, 27.70, 36.11
187, 100, 28.08, 35.62
190, 100, 28.16, 35.59
194, 100, 28.16, 35.56
198, 100, 27.85, 35.98
201, 100, 28.49, 35.15
205, 100, 28.01, 35.77
209, 100, 24.33, 41.12
212, 100, 27.85, 35.93
216, 100, 27.93, 35.89
220, 100, 27.93, 35.87
223, 100, 28.16, 35.52
227, 100, 28.08, 35.61
230, 100, 28.16, 35.59
234, 100, 28.16, 35.53
237, 100, 28.24, 35.43
241, 100, 28.16, 35.59
245, 100, 27.93, 35.89
248, 100, 28.24, 35.44
252, 100, 28.16, 35.52
255, 100, 27.47, 36.42
259, 100, 28.08, 35.68
263, 100, 27.54, 36.30
266, 100, 28.08, 35.60
270, 100, 28.16, 35.57
273, 100, 27.77, 36.04
277, 100, 27.77, 36.06
281, 100, 27.10, 36.93
284, 100, 27.24, 36.78
288, 100, 27.70, 36.17
291, 100, 28.08, 35.60
295, 100, 27.70, 36.19
299, 100, 27.70, 36.10
302, 100, 28.01, 35.75
306, 100, 27.70, 36.10
309, 100, 27.85, 35.95
313, 100, 27.70, 36.18
317, 100, 23.75, 42.12
321, 100, 27.93, 35.82
325, 100, 27.93, 35.85
328, 100, 27.93, 35.87
332, 100, 28.01, 35.71
335, 100, 28.08, 35.62
339, 100, 28.16, 35.51
342, 100, 28.24, 35.42
346, 100, 27.77, 36.08
350, 100, 28.08, 35.65
353, 100, 28.01, 35.71
357, 100, 28.08, 35.60
360, 100, 27.77, 36.02
364, 100, 28.01, 35.73
367, 100, 28.32, 35.36
371, 100, 27.70, 36.18
375, 100, 27.62, 36.23
378, 100, 28.01, 35.72
382, 100, 28.57, 35.06
385, 100, 27.02, 37.08
389, 100, 26.66, 37.54
393, 100, 27.85, 35.97
396, 100, 27.93, 35.87
400, 100, 27.70, 36.18
404, 100, 28.08, 35.69
407, 100, 28.24, 35.44
411, 100, 27.85, 35.98
414, 100, 27.70, 36.13
418, 100, 28.16, 35.55
422, 100, 28.01, 35.71
425, 100, 26.38, 37.93
429, 100, 26.04, 38.41
433, 100, 27.62, 36.22
436, 100, 28.01, 35.73
440, 100, 27.77, 36.02
444, 100, 28.16, 35.58
447, 100, 28.24, 35.40
451, 100, 27.70, 36.19
454, 100, 28.16, 35.53
458, 100, 28.01, 35.77
461, 100, 28.16, 35.57
465, 100, 27.85, 35.98
469, 100, 27.93, 35.86
472, 100, 27.93, 35.86
476, 100, 28.32, 35.38
479, 100, 27.47, 36.40
483, 100, 27.54, 36.38
487, 100, 27.93, 35.83
490, 100, 28.16, 35.51
494, 100, 27.77, 36.05
498, 100, 27.24, 36.70
501, 100, 27.77, 36.00
505, 100, 27.85, 35.94
508, 100, 27.54, 36.34
512, 100, 28.08, 35.66
515, 100, 28.08, 35.65
519, 100, 27.62, 36.29
523, 100, 28.08, 35.65
526, 100, 28.32, 35.36
530, 100, 28.32, 35.30
533, 100, 27.70, 36.10
537, 100, 27.62, 36.23
541, 100, 28.08, 35.68
544, 100, 28.16, 35.58
548, 100, 27.93, 35.84
551, 100, 27.77, 36.04
555, 100, 28.01, 35.72
559, 100, 27.85, 35.92
562, 100, 28.01, 35.78
566, 100, 27.77, 36.02
569, 100, 27.62, 36.28
573, 100, 27.70, 36.11
577, 100, 28.08, 35.66
580, 100, 28.08, 35.62
584, 100, 27.85, 35.99
587, 100, 27.70, 36.18
591, 100, 28.08, 35.65
594, 100, 28.16, 35.56
598, 100, 27.93, 35.83
602, 100, 27.93, 35.83
605, 100, 28.01, 35.72
609, 100, 27.62, 36.28
612, 100, 27.93, 35.89
616, 100, 28.08, 35.64
620, 100, 27.62, 36.24
623, 100, 28.08, 35.69
627, 100, 27.85, 35.91
630, 100, 28.24, 35.48
634, 100, 28.01, 35.72
638, 100, 28.01, 35.77
641, 100, 28.01, 35.72
645, 100, 27.62, 36.28
648, 100, 27.70, 36.14
652, 100, 27.93, 35.80
656, 100, 28.24, 35.46
659, 100, 27.77, 36.06
663, 100, 28.08, 35.66
666, 100, 27.93, 35.81
670, 100, 27.85, 35.95
673, 100, 27.93, 35.85
677, 100, 27.85, 35.91
681, 100, 27.85, 35.98
684, 100, 27.77, 36.08
688, 100, 27.62, 36.26
692, 100, 28.01, 35.78
695, 100, 27.70, 36.15
699, 100, 28.08, 35.60
702, 100, 27.85, 35.90
706, 100, 28.16, 35.52
709, 100, 28.01, 35.75
713, 100, 27.85, 35.91
717, 100, 28.16, 35.53
720, 100, 27.93, 35.89
724, 100, 27.93, 35.84
727, 100, 27.47, 36.46
731, 100, 28.08, 35.66
735, 100, 27.85, 35.94
738, 100, 28.16, 35.52
742, 100, 27.93, 35.88
745, 100, 28.01, 35.73
749, 100, 27.54, 36.30
753, 100, 27.85, 35.91
756, 100, 27.85, 35.95
760, 100, 27.70, 36.10
763, 100, 28.08, 35.61
767, 100, 27.62, 36.28
771, 100, 27.77, 36.06
774, 100, 27.54, 36.33
778, 100, 27.93, 35.84
781, 100, 27.77, 36.05
785, 100, 27.93, 35.89
789, 100, 28.01, 35.75
792, 100, 28.32, 35.37
796, 100, 27.85, 35.99
799, 100, 27.62, 36.27
803, 100, 27.85, 35.94
807, 100, 27.70, 36.16
810, 100, 27.70, 36.14
814, 100, 27.62, 36.21
818, 100, 25.77, 38.84
821, 100, 28.16, 35.50
825, 100, 28.08, 35.62
829, 100, 27.70, 36.18
832, 100, 28.08, 35.65
836, 100, 27.77, 36.07
839, 100, 27.93, 35.83
843, 100, 28.16, 35.54
846, 100, 28.08, 35.66
850, 100, 28.16, 35.54
854, 100, 27.93, 35.84
857, 100, 27.62, 36.22
861, 100, 28.08, 35.61
864, 100, 27.93, 35.89
868, 100, 27.93, 35.81
872, 100, 27.54, 36.30
875, 100, 28.08, 35.65
879, 100, 27.70, 36.18
882, 100, 28.57, 35.05
886, 100, 27.70, 36.12
889, 100, 28.40, 35.29
893, 100, 28.01, 35.79
897, 100, 28.08, 35.60
900, 100, 28.01, 35.76
904, 100, 28.16, 35.51
907, 100, 28.32, 35.38
911, 100, 27.32, 36.60
914, 100, 28.49, 35.17
918, 100, 27.62, 36.23
922, 100, 27.93, 35.80
926, 100, 25.18, 39.71
929, 100, 28.40, 35.21
933, 100, 27.77, 36.08
936, 100, 28.01, 35.70
940, 100, 28.08, 35.64
944, 100, 28.08, 35.63
947, 100, 28.08, 35.66
951, 100, 27.39, 36.50
954, 100, 28.16, 35.57
958, 100, 27.77, 36.02
961, 100, 28.08, 35.68
965, 100, 28.16, 35.58
969, 100, 27.62, 36.26
972, 100, 28.08, 35.69
976, 100, 28.08, 35.69
979, 100, 28.08, 35.67
983, 100, 27.70, 36.17
987, 100, 27.10, 36.91
990, 100, 27.85, 35.97
994, 100, 27.70, 36.12
998, 100, 27.77, 36.02
1001, 100, 27.93, 35.80
1005, 100, 28.16, 35.56
1008, 100, 27.93, 35.85
1012, 100, 28.01, 35.70
1015, 100, 28.24, 35.47
1019, 100, 27.85, 35.92
1023, 100, 27.77, 36.04
1026, 100, 27.93, 35.86
1030, 100, 27.47, 36.49
1034, 100, 26.10, 38.30
1037, 100, 27.32, 36.62
1041, 100, 27.70, 36.13
1045, 100, 27.77, 36.04
1048, 100, 28.01, 35.78
1052, 100, 28.16, 35.59
1055, 100, 27.62, 36.27
1059, 100, 27.85, 35.96
1063, 100, 27.70, 36.12
1066, 100, 27.85, 35.92
1070, 100, 28.32, 35.37
1073, 100, 27.85, 35.99
1077, 100, 27.85, 35.91
1081, 100, 28.01, 35.73
1084, 100, 27.54, 36.34
1088, 100, 28.08, 35.60
1091, 100, 27.85, 35.95
1095, 100, 27.54, 36.34
1099, 100, 27.32, 36.62
1102, 100, 28.01, 35.76
1106, 100, 27.62, 36.28
1109, 100, 27.93, 35.88
1113, 100, 27.93, 35.84
1117, 100, 27.77, 36.01
1120, 100, 28.16, 35.54
1124, 100, 27.93, 35.88
1127, 100, 27.93, 35.85
1131, 100, 27.77, 36.04
1135, 100, 28.32, 35.35
1138, 100, 25.83, 38.73
1142, 100, 27.17, 36.80
1146, 100, 27.85, 35.92
1149, 100, 28.08, 35.64
1153, 100, 28.08, 35.63
1156, 100, 27.62, 36.29
1160, 100, 28.08, 35.66
1164, 100, 27.62, 36.28
1167, 100, 28.01, 35.75
1171, 100, 28.08, 35.68
1174, 100, 28.32, 35.31
1178, 100, 27.93, 35.86
1182, 100, 27.62, 36.27
1185, 100, 28.24, 35.45
1189, 100, 28.01, 35.73
1192, 100, 28.24, 35.40
1196, 100, 27.70, 36.16
1200, 100, 27.85, 35.94
1203, 100, 27.77, 36.02
1207, 100, 27.85, 35.90
1210, 100, 27.77, 36.02
1214, 100, 27.70, 36.15
1218, 100, 27.39, 36.53
1221, 100, 27.93, 35.83
1225, 100, 28.08, 35.65
1228, 100, 28.16, 35.50
1232, 100, 27.93, 35.84
1235, 100, 28.08, 35.64
1239, 100, 27.54, 36.33
1243, 100, 28.16, 35.57
1247, 100, 25.64, 39.03
1250, 100, 27.77, 36.03
1254, 100, 27.77, 36.01
1257, 100, 27.62, 36.21
1261, 100, 28.01, 35.71
1265, 100, 28.01, 35.77
1268, 100, 27.77, 36.02
1272, 100, 27.85, 35.90
1275, 100, 27.93, 35.88
1279, 100, 26.95, 37.11
1283, 100, 26.66, 37.52
1287, 100, 27.47, 36.45
1290, 100, 27.70, 36.17
1294, 100, 27.93, 35.88
1297, 100, 27.85, 35.94
1301, 100, 28.16, 35.54
1304, 100, 28.24, 35.47
1308, 100, 28.08, 35.69
1312, 100, 28.16, 35.51
1315, 100, 26.73, 37.48
1319, 100, 27.85, 35.93
1323, 100, 27.17, 36.83
1326, 100, 27.10, 36.90
1330, 100, 27.93, 35.88
1334, 100, 27.54, 36.38
1337, 100, 27.93, 35.85
1341, 100, 28.08, 35.63
1344, 100, 28.08, 35.61
1348, 100, 27.70, 36.16
1351, 100, 28.08, 35.69
1355, 100, 25.31, 39.58
1359, 100, 28.08, 35.61
1363, 100, 27.77, 36.04
1366, 100, 28.32, 35.36
1370, 100, 28.08, 35.67
1373, 100, 28.01, 35.77
1377, 100, 27.85, 35.96
1381, 100, 27.70, 36.16
1384, 100, 28.16, 35.59
1388, 100, 28.32, 35.35
1391, 100, 28.08, 35.67
1395, 100, 28.08, 35.69
1398, 100, 28.16, 35.50
1402, 100, 27.54, 36.37
1406, 100, 27.93, 35.80
1409, 100, 27.70, 36.10
1413, 100, 28.24, 35.49
1416, 100, 27.85, 35.95
1420, 100, 27.93, 35.82
1424, 100, 28.16, 35.52
1427, 100, 27.85, 35.96
1431, 100, 28.32, 35.39
1434, 100, 27.70, 36.19
1438, 100, 28.16, 35.54
1441, 100, 27.70, 36.14
1445, 100, 27.62, 36.27
1449, 100, 27.54, 36.38
1452, 100, 28.08, 35.64
1456, 100, 27.17, 36.88
1460, 100, 27.39, 36.54
1464, 100, 24.03, 41.68
1468, 100, 26.88, 37.26
1471, 100, 27.47, 36.40
1475, 100, 28.16, 35.57
1478, 100, 28.08, 35.61
1482, 100, 28.01, 35.78
1486, 100, 27.77, 36.08
1489, 100, 28.24, 35.41
1493, 100, 27.62, 36.22
1496, 100, 27.77, 36.03
1500, 100, 27.93, 35.84
1503, 100, 28.01, 35.76
1507, 100, 28.16, 35.53
1511, 100, 27.77, 36.07
1514, 100, 27.85, 35.96
1518, 100, 28.08, 35.67
1521, 100, 27.54, 36.36
1525, 100, 27.62, 36.24
1529, 100, 27.93, 35.85
1532, 100, 28.01, 35.72
1536, 100, 27.70, 36.11
1539, 100, 27.93, 35.86
1543, 100, 28.01, 35.72
1547, 100, 27.70, 36.17
1550, 100, 27.77, 36.05
1554, 100, 28.08, 35.61
1557, 100, 27.85, 35.91
1561, 100, 28.01, 35.77
1565, 100, 27.93, 35.84
1568, 100, 27.32, 36.64
1572, 100, 25.25, 39.68
1576, 100, 28.08, 35.62
