time,transactions,batch_throughput_TPS,avg_tx_duration_ms
459, 100, 25.97, 38.56
463, 100, 26.45, 37.83
467, 100, 25.44, 39.36
471, 100, 26.52, 37.76
475, 100, 25.70, 38.99
479, 100, 25.57, 39.19
482, 100, 26.73, 37.49
486, 100, 25.64, 39.00
490, 100, 26.59, 37.60
494, 100, 25.31, 39.52
498, 100, 26.66, 37.53
501, 100, 26.38, 37.93
505, 100, 26.45, 37.80
509, 100, 26.31, 38.09
513, 100, 26.04, 38.40
517, 100, 26.10, 38.37
521, 100, 25.97, 38.58
525, 100, 25.97, 38.53
528, 100, 26.04, 38.40
532, 100, 26.38, 37.94
536, 100, 25.44, 39.32
540, 100, 25.44, 39.30
544, 100, 25.97, 38.59
548, 100, 25.97, 38.51
552, 100, 26.73, 37.48
555, 100, 25.64, 39.01
559, 100, 25.51, 39.20
563, 100, 25.57, 39.15
567, 100, 26.17, 38.22
571, 100, 26.04, 38.48
575, 100, 26.66, 37.58
579, 100, 25.77, 38.84
582, 100, 26.45, 37.84
586, 100, 25.90, 38.65
590, 100, 27.02, 37.08
594, 100, 26.24, 38.15
598, 100, 25.31, 39.51
602, 100, 25.70, 38.99
606, 100, 26.04, 38.43
609, 100, 26.66, 37.52
613, 100, 26.17, 38.27
617, 100, 26.17, 38.23
621, 100, 26.24, 38.18
625, 100, 26.52, 37.77
628, 100, 26.31, 38.05
632, 100, 25.57, 39.16
636, 100, 26.38, 37.99
640, 100, 26.52, 37.75
644, 100, 25.57, 39.10
648, 100, 26.17, 38.22
651, 100, 26.24, 38.13
655, 100, 26.31, 38.09
659, 100, 25.90, 38.62
663, 100, 26.66, 37.58
667, 100, 26.24, 38.18
671, 100, 25.31, 39.50
674, 100, 26.95, 37.18
678, 100, 26.59, 37.65
682, 100, 26.17, 38.27
686, 100, 25.38, 39.40
690, 100, 25.97, 38.54
694, 100, 25.06, 39.90
698, 100, 24.87, 40.24
702, 100, 25.70, 38.99
706, 100, 25.51, 39.21
709, 100, 26.10, 38.34
713, 100, 25.70, 38.99
717, 100, 25.77, 38.85
721, 100, 25.57, 39.12
725, 100, 26.24, 38.14
729, 100, 26.45, 37.89
733, 100, 25.64, 39.09
737, 100, 26.52, 37.78
740, 100, 25.90, 38.61
744, 100, 25.83, 38.78
748, 100, 25.51, 39.27
752, 100, 25.70, 38.91
756, 100, 25.64, 39.01
760, 100, 25.77, 38.87
764, 100, 26.17, 38.20
768, 100, 25.97, 38.54
771, 100, 25.90, 38.67
775, 100, 25.90, 38.68
779, 100, 25.70, 38.92
783, 100, 25.70, 38.92
787, 100, 25.38, 39.47
791, 100, 25.97, 38.52
795, 100, 25.97, 38.56
800, 100, 21.05, 47.57
804, 100, 21.23, 47.14
808, 100, 25.06, 39.97
812, 100, 25.77, 38.89
816, 100, 25.90, 38.65
820, 100, 26.04, 38.41
824, 100, 25.70, 38.93
828, 100, 26.38, 37.94
832, 100, 25.57, 39.14
835, 100, 25.90, 38.65
839, 100, 26.10, 38.35
843, 100, 26.38, 37.90
847, 100, 25.90, 38.68
851, 100, 25.64, 39.05
855, 100, 26.10, 38.37
859, 100, 25.77, 38.87
862, 100, 25.83, 38.70
866, 100, 25.83, 38.71
870, 100, 25.90, 38.67
874, 100, 25.97, 38.56
878, 100, 25.70, 38.92
882, 100, 25.64, 39.02
886, 100, 26.59, 37.68
890, 100, 24.93, 40.14
893, 100, 26.31, 38.06
897, 100, 25.77, 38.85
901, 100, 25.97, 38.58
905, 100, 26.31, 38.09
909, 100, 26.10, 38.39
913, 100, 22.12, 45.23
918, 100, 20.74, 48.20
923, 100, 23.09, 43.35
926, 100, 26.66, 37.50
930, 100, 25.00, 40.03
934, 100, 26.45, 37.88
938, 100, 26.73, 37.46
942, 100, 26.04, 38.41
946, 100, 25.77, 38.80
949, 100, 26.10, 38.34
953, 100, 25.64, 39.07
957, 100, 26.17, 38.29
961, 100, 25.70, 38.92
965, 100, 26.45, 37.89
969, 100, 26.59, 37.64
973, 100, 25.70, 38.92
976, 100, 26.31, 38.04
980, 100, 26.17, 38.23
984, 100, 26.66, 37.59
988, 100, 25.90, 38.69
992, 100, 26.04, 38.43
996, 100, 25.90, 38.68
999, 100, 26.38, 37.94
1003, 100, 25.70, 38.92
1007, 100, 26.66, 37.52
1011, 100, 25.64, 39.09
1015, 100, 26.04, 38.43
1019, 100, 25.64, 39.05
1023, 100, 26.04, 38.41
1026, 100, 26.10, 38.35
1031, 100, 20.74, 48.25
1036, 100, 21.00, 47.63
1040, 100, 24.57, 40.71
1044, 100, 26.31, 38.03
1048, 100, 26.04, 38.48
1052, 100, 26.59, 37.68
1055, 100, 25.57, 39.11
1059, 100, 25.90, 38.65
1063, 100, 26.38, 37.90
1067, 100, 26.17, 38.22
1071, 100, 25.90, 38.65
1075, 100, 26.31, 38.03
1078, 100, 25.97, 38.52
1082, 100, 26.66, 37.59
1086, 100, 26.24, 38.13
1090, 100, 25.77, 38.81
1094, 100, 25.90, 38.63
1098, 100, 26.04, 38.43
1101, 100, 26.45, 37.88
1105, 100, 26.31, 38.06
1109, 100, 25.70, 38.96
1113, 100, 26.24, 38.16
1117, 100, 25.77, 38.80
1121, 100, 25.51, 39.25
1125, 100, 25.83, 38.74
1129, 100, 25.97, 38.59
1132, 100, 26.24, 38.15
1136, 100, 26.66, 37.56
1140, 100, 25.83, 38.75
1144, 100, 24.50, 40.89
1149, 100, 21.64, 46.22
1153, 100, 21.88, 45.74
1158, 100, 23.47, 42.65
1161, 100, 26.10, 38.34
1165, 100, 26.17, 38.23
1169, 100, 25.97, 38.59
1173, 100, 25.97, 38.52
1177, 100, 25.83, 38.77
1181, 100, 25.64, 39.06
1185, 100, 26.17, 38.29
1188, 100, 26.17, 38.26
1192, 100, 26.04, 38.47
1196, 100, 25.83, 38.79
1200, 100, 25.90, 38.64
1204, 100, 25.90, 38.60
1208, 100, 26.38, 37.93
1212, 100, 26.38, 37.90
1215, 100, 25.97, 38.57
1219, 100, 26.17, 38.29
1223, 100, 26.10, 38.38
1227, 100, 26.31, 38.09
1231, 100, 26.10, 38.30
1234, 100, 26.73, 37.44
1238, 100, 25.90, 38.66
1242, 100, 26.38, 37.98
1246, 100, 25.77, 38.89
1250, 100, 25.97, 38.55
1254, 100, 25.31, 39.51
1258, 100, 26.24, 38.16
1262, 100, 25.77, 38.80
1266, 100, 21.18, 47.23
1271, 100, 21.50, 46.52
1275, 100, 23.86, 41.94
1279, 100, 26.38, 37.99
1283, 100, 25.38, 39.46
1287, 100, 26.24, 38.19
1291, 100, 25.70, 38.99
1294, 100, 25.90, 38.62
1298, 100, 26.52, 37.74
1302, 100, 25.57, 39.15
1306, 100, 25.90, 38.67
1310, 100, 26.31, 38.05
1314, 100, 25.64, 39.08
1318, 100, 25.70, 38.90
1322, 100, 25.83, 38.72
1325, 100, 25.70, 38.96
1329, 100, 26.04, 38.43
1333, 100, 26.24, 38.18
1337, 100, 26.17, 38.22
1341, 100, 26.04, 38.49
1345, 100, 26.59, 37.63
1348, 100, 25.90, 38.63
1352, 100, 25.64, 39.04
1356, 100, 25.90, 38.64
1360, 100, 26.17, 38.21
1364, 100, 25.83, 38.72
1368, 100, 26.45, 37.82
1372, 100, 26.38, 37.99
1376, 100, 25.25, 39.65
1380, 100, 25.00, 40.00
1384, 100, 21.09, 47.46
1389, 100, 21.50, 46.59
1393, 100, 25.64, 39.01
1397, 100, 25.77, 38.84
1401, 100, 25.70, 38.95
1404, 100, 26.04, 38.41
1408, 100, 25.90, 38.65
1412, 100, 25.77, 38.84
1416, 100, 26.66, 37.53
1420, 100, 25.77, 38.80
1424, 100, 25.70, 38.90
1428, 100, 26.17, 38.26
1431, 100, 26.10, 38.38
1435, 100, 26.17, 38.28
1439, 100, 25.51, 39.25
1443, 100, 25.97, 38.53
1447, 100, 25.97, 38.53
1451, 100, 25.44, 39.32
1455, 100, 26.38, 37.92
1458, 100, 26.59, 37.67
1462, 100, 25.70, 38.94
1466, 100, 25.83, 38.78
1470, 100, 25.90, 38.64
1474, 100, 26.66, 37.57
1478, 100, 25.57, 39.13
1482, 100, 25.70, 38.92
1486, 100, 26.04, 38.47
1489, 100, 26.31, 38.09
1493, 100, 26.66, 37.52
1497, 100, 24.21, 41.32
1502, 100, 21.59, 46.31
1507, 100, 21.41, 46.75
1511, 100, 25.12, 39.87
1515, 100, 25.64, 39.08
1518, 100, 26.52, 37.70
1522, 100, 26.10, 38.31
1526, 100, 25.97, 38.52
1530, 100, 26.31, 38.00
1534, 100, 25.97, 38.53
1537, 100, 26.31, 38.00
1541, 100, 25.64, 39.01
1545, 100, 26.17, 38.27
1549, 100, 25.90, 38.63
1553, 100, 25.57, 39.18
1557, 100, 25.97, 38.59
1561, 100, 26.17, 38.27
1565, 100, 26.17, 38.26
1568, 100, 25.70, 38.92
1572, 100, 26.04, 38.46
1576, 100, 25.83, 38.70
1580, 100, 25.70, 38.91
1584, 100, 25.70, 38.96
1588, 100, 26.66, 37.59
1592, 100, 26.04, 38.41
1595, 100, 26.24, 38.18
1599, 100, 25.70, 38.91
1603, 100, 26.59, 37.62
1607, 100, 25.97, 38.54
1611, 100, 25.57, 39.11
1615, 100, 22.72, 44.02
1620, 100, 21.09, 47.41
1625, 100, 21.92, 45.62
1628, 100, 26.17, 38.27
1632, 100, 26.17, 38.29
1636, 100, 26.38, 37.97
1640, 100, 26.24, 38.11
1644, 100, 25.97, 38.53
1648, 100, 26.31, 38.07
1651, 100, 26.24, 38.16
1655, 100, 26.73, 37.48
1659, 100, 26.52, 37.70
1663, 100, 26.24, 38.16
1667, 100, 25.97, 38.58
1670, 100, 26.66, 37.58
1674, 100, 25.97, 38.58
1678, 100, 26.31, 38.03
1682, 100, 26.66, 37.58
1686, 100, 26.66, 37.59
1689, 100, 26.24, 38.15
1693, 100, 26.24, 38.11
1697, 100, 25.77, 38.81
1701, 100, 26.24, 38.14
1705, 100, 26.59, 37.64
1708, 100, 26.17, 38.20
1712, 100, 26.80, 37.30
1716, 100, 25.70, 38.99
1720, 100, 25.83, 38.76
1724, 100, 26.45, 37.83
1728, 100, 25.97, 38.56
1731, 100, 26.66, 37.52
1735, 100, 26.31, 38.03
1739, 100, 25.57, 39.18
1743, 100, 26.31, 38.07
1747, 100, 26.10, 38.33
1751, 100, 26.73, 37.43
1754, 100, 26.45, 37.84
1758, 100, 26.17, 38.29
1762, 100, 26.38, 37.95
1766, 100, 26.17, 38.26
1770, 100, 26.10, 38.37
1774, 100, 25.90, 38.63
1777, 100, 26.24, 38.12
1781, 100, 25.83, 38.78
1785, 100, 26.45, 37.86
1789, 100, 26.04, 38.49
1793, 100, 26.31, 38.04
1797, 100, 25.97, 38.57
1800, 100, 26.59, 37.62
1804, 100, 26.31, 38.07
1808, 100, 26.17, 38.23
1812, 100, 26.45, 37.83
1816, 100, 26.59, 37.68
1819, 100, 26.38, 37.90
1823, 100, 26.66, 37.59
1827, 100, 26.04, 38.44
1831, 100, 26.24, 38.16
1835, 100, 26.59, 37.60
1838, 100, 25.97, 38.51
1842, 100, 26.24, 38.10
1846, 100, 26.31, 38.02
1850, 100, 26.31, 38.09
1854, 100, 25.51, 39.24
1858, 100, 25.83, 38.72
1861, 100, 26.17, 38.27
1865, 100, 25.77, 38.86
1869, 100, 26.59, 37.61
1873, 100, 25.97, 38.59
1877, 100, 26.45, 37.80
1881, 100, 25.97, 38.56
1884, 100, 26.88, 37.20
1888, 100, 26.17, 38.28
1892, 100, 25.90, 38.61
1896, 100, 26.10, 38.38
1900, 100, 26.45, 37.88
1904, 100, 26.10, 38.38
1907, 100, 26.04, 38.45
1911, 100, 26.66, 37.59
1915, 100, 26.59, 37.66
1919, 100, 26.24, 38.19
1923, 100, 26.45, 37.82
1926, 100, 26.24, 38.16
1930, 100, 26.38, 37.93
1934, 100, 25.97, 38.54
1938, 100, 26.59, 37.65
1942, 100, 26.38, 37.99
1945, 100, 25.90, 38.61
1949, 100, 26.31, 38.09
1953, 100, 25.97, 38.59
1957, 100, 26.59, 37.63
1961, 100, 25.97, 38.53
1965, 100, 26.66, 37.59
1968, 100, 26.17, 38.26
1972, 100, 26.10, 38.31
1976, 100, 26.04, 38.47
1980, 100, 26.38, 37.98
1984, 100, 25.90, 38.66
1987, 100, 26.80, 37.39
1991, 100, 26.24, 38.17
1995, 100, 26.10, 38.33
1999, 100, 25.77, 38.89
2003, 100, 26.31, 38.02
2007, 100, 26.88, 37.25
2010, 100, 25.83, 38.73
2014, 100, 26.45, 37.88
2018, 100, 26.59, 37.64
2022, 100, 26.04, 38.40
2026, 100, 25.83, 38.70
2030, 100, 26.59, 37.67
2033, 100, 25.70, 38.96
2037, 100, 26.24, 38.13
2041, 100, 25.83, 38.71
2045, 100, 26.38, 37.96
2049, 100, 22.93, 43.61
2054, 100, 21.05, 47.58
2058, 100, 22.72, 44.07
2062, 100, 26.10, 38.37
2066, 100, 26.31, 38.03
2070, 100, 26.45, 37.89
2074, 100, 26.38, 37.96
2078, 100, 26.10, 38.32
2081, 100, 26.45, 37.82
2085, 100, 26.59, 37.65
2089, 100, 25.57, 39.10
2093, 100, 25.97, 38.57
2097, 100, 26.24, 38.18
2101, 100, 25.70, 38.91
2104, 100, 26.45, 37.82
2108, 100, 25.70, 38.98
2112, 100, 26.59, 37.60
2116, 100, 25.64, 39.09
2120, 100, 25.97, 38.54
2124, 100, 25.64, 39.00
2128, 100, 26.04, 38.44
2131, 100, 25.90, 38.63
2135, 100, 26.31, 38.03
2139, 100, 26.59, 37.63
2143, 100, 25.31, 39.58
2147, 100, 26.04, 38.48
2151, 100, 26.59, 37.67
2155, 100, 25.70, 38.90
2158, 100, 25.90, 38.63
2162, 100, 26.24, 38.18
2167, 100, 22.22, 45.04
2171, 100, 21.83, 45.84
2176, 100, 21.18, 47.21
2180, 100, 25.44, 39.32
2184, 100, 26.17, 38.20
2188, 100, 26.66, 37.50
2191, 100, 26.17, 38.29
2195, 100, 25.97, 38.54
2199, 100, 25.64, 39.06
2203, 100, 26.38, 37.98
2207, 100, 26.73, 37.45
2210, 100, 26.66, 37.53
2214, 100, 25.64, 39.01
2218, 100, 26.73, 37.46
2222, 100, 25.83, 38.75
2226, 100, 25.77, 38.81
2230, 100, 26.38, 37.94
2234, 100, 26.10, 38.37
2237, 100, 26.04, 38.46
2241, 100, 26.04, 38.40
2245, 100, 25.90, 38.63
2249, 100, 25.97, 38.54
2253, 100, 25.64, 39.04
2257, 100, 25.77, 38.82
2261, 100, 26.04, 38.42
2264, 100, 26.24, 38.14
2268, 100, 25.83, 38.78
2272, 100, 25.83, 38.78
2276, 100, 26.52, 37.76
2280, 100, 26.52, 37.71
2284, 100, 23.80, 42.07
2289, 100, 21.18, 47.20
2293, 100, 21.23, 47.11
2298, 100, 24.69, 40.59
2301, 100, 25.97, 38.56
2305, 100, 26.04, 38.44
2309, 100, 26.52, 37.73
2313, 100, 26.24, 38.11
2317, 100, 26.73, 37.49
2320, 100, 25.97, 38.56
2324, 100, 26.38, 37.96
2328, 100, 25.31, 39.50
2332, 100, 26.38, 37.91
2336, 100, 26.38, 37.95
2340, 100, 26.04, 38.44
2343, 100, 26.17, 38.25
2347, 100, 26.24, 38.19
2351, 100, 25.90, 38.67
2355, 100, 26.45, 37.84
2359, 100, 25.77, 38.89
2363, 100, 25.90, 38.68
2367, 100, 25.70, 38.93
2370, 100, 26.80, 37.30
2374, 100, 25.83, 38.71
2378, 100, 26.04, 38.40
2382, 100, 26.88, 37.28
2386, 100, 25.38, 39.42
2390, 100, 26.52, 37.79
2393, 100, 26.24, 38.17
2397, 100, 26.52, 37.77
2401, 100, 25.64, 39.00
2406, 100, 21.45, 46.63
2410, 100, 21.55, 46.47
2415, 100, 23.14, 43.24
2419, 100, 26.59, 37.60
2422, 100, 25.90, 38.68
2426, 100, 25.70, 38.96
2430, 100, 26.66, 37.55
2434, 100, 26.38, 37.99
2438, 100, 25.83, 38.73
2442, 100, 25.90, 38.64
2445, 100, 26.38, 37.91
2449, 100, 25.90, 38.65
2453, 100, 25.97, 38.56
2457, 100, 26.04, 38.45
2461, 100, 25.90, 38.69
2465, 100, 25.57, 39.11
2469, 100, 25.77, 38.84
2473, 100, 26.04, 38.42
2476, 100, 26.17, 38.27
2480, 100, 26.24, 38.12
2484, 100, 25.57, 39.13
2488, 100, 26.10, 38.38
2492, 100, 26.04, 38.41
2496, 100, 26.10, 38.35
2499, 100, 25.90, 38.68
2503, 100, 26.10, 38.33
2507, 100, 26.17, 38.28
2511, 100, 25.90, 38.63
2515, 100, 26.04, 38.44
2519, 100, 25.38, 39.42
2524, 100, 21.27, 47.06
2528, 100, 21.05, 47.53
2533, 100, 22.77, 43.94
2537, 100, 25.83, 38.71
2540, 100, 25.64, 39.06
2544, 100, 26.17, 38.29
2548, 100, 26.31, 38.09
2552, 100, 26.17, 38.26
2556, 100, 25.97, 38.52
2560, 100, 25.83, 38.70
2564, 100, 25.90, 38.63
2567, 100, 25.77, 38.81
2571, 100, 26.38, 37.93
2575, 100, 26.59, 37.60
2579, 100, 25.70, 38.90
2583, 100, 27.02, 37.08
2587, 100, 25.90, 38.66
2590, 100, 26.31, 38.04
2594, 100, 27.10, 36.95
2598, 100, 26.31, 38.08
2602, 100, 26.04, 38.47
2605, 100, 26.45, 37.82
2609, 100, 26.38, 37.94
2613, 100, 26.38, 37.93
2617, 100, 25.90, 38.67
2621, 100, 25.70, 38.95
2625, 100, 26.59, 37.69
2629, 100, 25.90, 38.62
2632, 100, 26.24, 38.15
2636, 100, 26.52, 37.70
2641, 100, 22.57, 44.30
2645, 100, 21.41, 46.78
2650, 100, 21.92, 45.61
2654, 100, 23.25, 43.02
2658, 100, 26.10, 38.30
2662, 100, 26.24, 38.11
2666, 100, 26.66, 37.54
2669, 100, 26.17, 38.28
2673, 100, 26.45, 37.82
2677, 100, 25.57, 39.14
2681, 100, 26.10, 38.30
2685, 100, 25.77, 38.85
2689, 100, 26.52, 37.79
2692, 100, 26.04, 38.44
2696, 100, 25.97, 38.57
2700, 100, 26.66, 37.54
2704, 100, 25.77, 38.84
2708, 100, 26.31, 38.08
2712, 100, 25.31, 39.50
2716, 100, 26.10, 38.32
2719, 100, 26.45, 37.89
2723, 100, 26.31, 38.08
2727, 100, 25.97, 38.53
2731, 100, 26.45, 37.86
2735, 100, 25.77, 38.84
2739, 100, 26.24, 38.11
2742, 100, 26.04, 38.45
2746, 100, 25.64, 39.02
2750, 100, 26.04, 38.48
2754, 100, 26.66, 37.50
2758, 100, 26.59, 37.60
2762, 100, 21.88, 45.79
2767, 100, 21.09, 47.49
2772, 100, 21.09, 47.47
2776, 100, 26.24, 38.17
2779, 100, 26.45, 37.82
2783, 100, 25.97, 38.53
2787, 100, 26.88, 37.24
2791, 100, 26.45, 37.88
2795, 100, 25.97, 38.55
2798, 100, 25.97, 38.52
2802, 100, 25.57, 39.17
2806, 100, 26.17, 38.29
2810, 100, 26.04, 38.49
2814, 100, 26.10, 38.38
2818, 100, 25.83, 38.75
2822, 100, 25.90, 38.61
2826, 100, 26.04, 38.41
2829, 100, 26.04, 38.42
2833, 100, 26.17, 38.24
2837, 100, 26.10, 38.32
2841, 100, 25.90, 38.60
2845, 100, 25.97, 38.55
2849, 100, 26.45, 37.80
2852, 100, 26.17, 38.20
2856, 100, 25.97, 38.53
2860, 100, 25.97, 38.57
2864, 100, 26.31, 38.01
2868, 100, 26.66, 37.55
2872, 100, 25.90, 38.60
2875, 100, 27.02, 37.07
2879, 100, 23.75, 42.18
2884, 100, 22.12, 45.23
2889, 100, 21.45, 46.64
2893, 100, 22.98, 43.52
2897, 100, 26.10, 38.36
2901, 100, 26.31, 38.08
2905, 100, 25.83, 38.79
2908, 100, 26.38, 37.99
2912, 100, 25.51, 39.20
2916, 100, 25.97, 38.58
2920, 100, 25.97, 38.51
2924, 100, 25.77, 38.87
2928, 100, 26.10, 38.33
2932, 100, 26.04, 38.49
2935, 100, 25.83, 38.72
2939, 100, 25.83, 38.78
2943, 100, 25.97, 38.55
2947, 100, 25.38, 39.41
2951, 100, 26.04, 38.47
2955, 100, 26.38, 37.93
2959, 100, 26.66, 37.54
2962, 100, 26.24, 38.10
2966, 100, 26.24, 38.10
2970, 100, 25.64, 39.09
2974, 100, 26.59, 37.63
2978, 100, 25.97, 38.56
2982, 100, 26.66, 37.58
2985, 100, 26.45, 37.80
2989, 100, 25.51, 39.20
2993, 100, 25.90, 38.61
2997, 100, 26.04, 38.40
3001, 100, 26.31, 38.03
3005, 100, 25.51, 39.28
3008, 100, 26.45, 37.81
3012, 100, 26.52, 37.71
3016, 100, 26.10, 38.38
3020, 100, 26.04, 38.49
3024, 100, 26.88, 37.27
3028, 100, 26.38, 37.91
3031, 100, 26.31, 38.09
3035, 100, 26.80, 37.34
3039, 100, 25.64, 39.06
3043, 100, 26.38, 37.90
3047, 100, 26.45, 37.81
3050, 100, 26.38, 37.99
3054, 100, 26.10, 38.38
3058, 100, 26.17, 38.28
3062, 100, 25.97, 38.54
3066, 100, 26.66, 37.59
3070, 100, 25.90, 38.62
3073, 100, 26.04, 38.41
3077, 100, 26.10, 38.32
3081, 100, 25.70, 38.99
3085, 100, 26.38, 37.90
3089, 100, 25.90, 38.64
3093, 100, 26.24, 38.16
3096, 100, 26.59, 37.69
3100, 100, 26.04, 38.49
3104, 100, 25.83, 38.79
3108, 100, 26.45, 37.86
3112, 100, 26.66, 37.53
3116, 100, 26.17, 38.22
3119, 100, 26.45, 37.84
3123, 100, 26.17, 38.20
3127, 100, 26.31, 38.01
3131, 100, 26.31, 38.07
3135, 100, 26.59, 37.68
3138, 100, 26.04, 38.48
3142, 100, 26.04, 38.49
3146, 100, 26.04, 38.46
3150, 100, 27.02, 37.09
3154, 100, 26.17, 38.20
3157, 100, 26.17, 38.21
3161, 100, 26.10, 38.30
3165, 100, 27.17, 36.84
3169, 100, 26.66, 37.53
3172, 100, 26.88, 37.24
3176, 100, 26.38, 37.97
3180, 100, 27.24, 36.72
3184, 100, 26.52, 37.74
3187, 100, 27.02, 37.00
3191, 100, 26.66, 37.50
3195, 100, 26.45, 37.81
3199, 100, 26.95, 37.14
3203, 100, 25.83, 38.79
3206, 100, 26.31, 38.01
3210, 100, 26.24, 38.16
3214, 100, 27.10, 36.98
3218, 100, 26.24, 38.14
3221, 100, 26.73, 37.43
3225, 100, 26.88, 37.24
3229, 100, 26.17, 38.20
3233, 100, 26.59, 37.61
3237, 100, 26.24, 38.19
3240, 100, 26.59, 37.68
3244, 100, 26.88, 37.28
3248, 100, 26.88, 37.23
3252, 100, 25.97, 38.58
3256, 100, 26.45, 37.82
3259, 100, 26.31, 38.01
3263, 100, 26.17, 38.24
3267, 100, 26.59, 37.65
3271, 100, 26.38, 37.95
3274, 100, 26.73, 37.46
3278, 100, 26.59, 37.67
3282, 100, 26.45, 37.82
3286, 100, 26.24, 38.19
3290, 100, 25.83, 38.72
3294, 100, 26.17, 38.20
3297, 100, 26.45, 37.88
3301, 100, 26.45, 37.85
3305, 100, 26.24, 38.10
3309, 100, 26.52, 37.78
3313, 100, 26.45, 37.80
3317, 100, 24.69, 40.53
3321, 100, 21.45, 46.65
3326, 100, 21.64, 46.24
3330, 100, 22.22, 45.06
3334, 100, 26.59, 37.65
3338, 100, 26.10, 38.34
3342, 100, 26.04, 38.42
3346, 100, 26.24, 38.18
3350, 100, 26.52, 37.78
3353, 100, 26.73, 37.40
3357, 100, 26.45, 37.85
3361, 100, 26.38, 37.95
3365, 100, 26.04, 38.40
3368, 100, 26.45, 37.86
3372, 100, 26.59, 37.68
3376, 100, 26.04, 38.44
3380, 100, 26.17, 38.22
3384, 100, 26.80, 37.37
3388, 100, 25.70, 38.98
3391, 100, 26.45, 37.89
3395, 100, 26.10, 38.33
3399, 100, 26.38, 37.99
3403, 100, 26.24, 38.15
3407, 100, 26.31, 38.05
3410, 100, 26.45, 37.84
3414, 100, 26.31, 38.07
3418, 100, 26.73, 37.40
3422, 100, 26.59, 37.68
3426, 100, 26.04, 38.46
3429, 100, 25.97, 38.50
3433, 100, 26.10, 38.38
3437, 100, 24.15, 41.47
3442, 100, 21.23, 47.16
3447, 100, 21.18, 47.27
3451, 100, 25.00, 40.02
3455, 100, 26.10, 38.30
