time,transactions,batch_throughput_TPS,avg_tx_duration_ms
4, 100, 30.67, 32.69
7, 100, 29.41, 34.05
10, 100, 29.85, 33.50
14, 100, 29.67, 33.78
17, 100, 30.12, 33.26
21, 100, 29.94, 33.44
24, 100, 30.12, 33.21
27, 100, 29.67, 33.74
31, 100, 30.12, 33.20
34, 100, 29.94, 33.46
37, 100, 29.67, 33.78
41, 100, 29.94, 33.40
44, 100, 29.58, 33.81
47, 100, 29.58, 33.81
51, 100, 29.85, 33.58
54, 100, 29.58, 33.84
58, 100, 29.76, 33.65
61, 100, 29.85, 33.59
64, 100, 29.67, 33.71
68, 100, 29.49, 33.99
71, 100, 28.98, 34.59
75, 100, 29.67, 33.76
78, 100, 29.15, 34.35
81, 100, 29.67, 33.78
85, 100, 28.90, 34.62
88, 100, 29.49, 33.91
92, 100, 29.85, 33.59
95, 100, 29.58, 33.89
98, 100, 29.76, 33.65
102, 100, 29.58, 33.87
105, 100, 29.49, 33.91
109, 100, 29.67, 33.79
112, 100, 29.85, 33.58
115, 100, 29.41, 34.00
119, 100, 29.49, 33.97
122, 100, 29.15, 34.33
126, 100, 30.03, 33.30
129, 100, 29.58, 33.84
132, 100, 29.41, 34.08
136, 100, 29.41, 34.01
139, 100, 29.41, 34.04
143, 100, 29.67, 33.77
146, 100, 29.58, 33.85
149, 100, 29.76, 33.65
153, 100, 30.21, 33.18
156, 100, 29.06, 34.43
159, 100, 29.49, 33.91
163, 100, 29.67, 33.76
166, 100, 29.58, 33.85
170, 100, 29.49, 33.94
173, 100, 29.76, 33.67
176, 100, 29.32, 34.17
180, 100, 29.94, 33.41
183, 100, 29.94, 33.40
186, 100, 29.85, 33.54
190, 100, 29.23, 34.23
193, 100, 29.41, 34.06
197, 100, 29.49, 33.99
200, 100, 29.67, 33.75
204, 100, 29.06, 34.40
207, 100, 29.85, 33.50
210, 100, 29.32, 34.14
214, 100, 29.85, 33.51
217, 100, 29.23, 34.29
221, 100, 29.58, 33.89
224, 100, 29.49, 33.92
227, 100, 29.67, 33.79
231, 100, 29.32, 34.10
234, 100, 29.41, 34.04
238, 100, 29.58, 33.85
241, 100, 29.58, 33.82
244, 100, 29.58, 33.87
248, 100, 29.23, 34.23
251, 100, 29.41, 34.06
255, 100, 29.32, 34.10
258, 100, 29.58, 33.82
261, 100, 29.58, 33.81
265, 100, 29.49, 33.90
268, 100, 29.85, 33.59
271, 100, 29.67, 33.75
275, 100, 29.67, 33.77
278, 100, 29.41, 34.00
282, 100, 29.76, 33.63
285, 100, 29.49, 33.96
288, 100, 29.85, 33.53
292, 100, 29.41, 34.08
295, 100, 29.58, 33.88
299, 100, 29.32, 34.15
302, 100, 29.32, 34.10
305, 100, 29.23, 34.23
309, 100, 29.67, 33.70
312, 100, 29.76, 33.67
316, 100, 29.06, 34.41
319, 100, 29.06, 34.44
323, 100, 29.23, 34.29
326, 100, 29.67, 33.71
329, 100, 29.67, 33.74
333, 100, 29.49, 33.96
336, 100, 28.98, 34.52
340, 100, 29.06, 34.47
343, 100, 28.90, 34.68
346, 100, 29.85, 33.59
350, 100, 29.06, 34.41
353, 100, 29.94, 33.40
357, 100, 29.67, 33.78
360, 100, 29.67, 33.76
363, 100, 29.41, 34.09
367, 100, 29.76, 33.69
370, 100, 29.41, 34.06
374, 100, 29.15, 34.32
377, 100, 29.41, 34.04
380, 100, 29.58, 33.80
384, 100, 28.81, 34.73
387, 100, 29.58, 33.81
391, 100, 29.06, 34.43
394, 100, 29.41, 34.02
398, 100, 29.32, 34.14
401, 100, 29.23, 34.27
404, 100, 29.67, 33.71
408, 100, 29.23, 34.23
411, 100, 29.49, 33.91
415, 100, 29.32, 34.16
418, 100, 29.67, 33.75
421, 100, 29.58, 33.81
425, 100, 29.67, 33.71
428, 100, 29.58, 33.88
432, 100, 25.25, 39.65
436, 100, 29.49, 33.94
439, 100, 29.41, 34.05
442, 100, 29.76, 33.64
446, 100, 29.41, 34.05
449, 100, 29.49, 33.96
453, 100, 29.32, 34.13
456, 100, 29.49, 33.98
459, 100, 29.06, 34.41
463, 100, 29.58, 33.89
466, 100, 29.32, 34.10
470, 100, 29.06, 34.45
473, 100, 29.58, 33.83
477, 100, 29.15, 34.30
480, 100, 29.32, 34.16
483, 100, 29.67, 33.78
487, 100, 29.94, 33.47
490, 100, 29.41, 34.03
494, 100, 29.06, 34.41
497, 100, 29.41, 34.01
500, 100, 29.41, 34.04
504, 100, 29.58, 33.85
507, 100, 29.49, 33.99
511, 100, 29.41, 34.01
514, 100, 29.41, 34.04
517, 100, 29.23, 34.28
521, 100, 29.58, 33.81
524, 100, 29.23, 34.25
528, 100, 29.41, 34.06
531, 100, 29.49, 33.97
534, 100, 29.23, 34.24
538, 100, 29.32, 34.18
541, 100, 29.76, 33.68
545, 100, 29.32, 34.17
548, 100, 29.41, 34.04
552, 100, 29.23, 34.27
555, 100, 29.49, 33.99
558, 100, 29.41, 34.01
562, 100, 29.41, 34.05
565, 100, 29.49, 33.96
569, 100, 29.67, 33.71
572, 100, 29.23, 34.26
575, 100, 29.41, 34.09
579, 100, 29.41, 34.08
582, 100, 29.23, 34.25
586, 100, 29.67, 33.73
589, 100, 29.15, 34.36
592, 100, 29.06, 34.40
596, 100, 29.76, 33.67
599, 100, 29.49, 33.99
603, 100, 29.58, 33.88
606, 100, 29.85, 33.58
609, 100, 29.41, 34.04
613, 100, 29.94, 33.46
616, 100, 29.41, 34.07
620, 100, 29.32, 34.17
623, 100, 28.81, 34.70
626, 100, 29.49, 33.96
630, 100, 29.06, 34.46
633, 100, 29.41, 34.01
637, 100, 29.49, 33.94
641, 100, 24.15, 41.40
644, 100, 29.15, 34.36
648, 100, 29.58, 33.87
651, 100, 29.67, 33.79
655, 100, 29.49, 33.90
658, 100, 29.41, 34.03
661, 100, 29.41, 34.09
665, 100, 28.98, 34.57
668, 100, 29.67, 33.79
672, 100, 29.23, 34.24
675, 100, 29.15, 34.38
678, 100, 29.23, 34.26
682, 100, 29.32, 34.11
685, 100, 29.58, 33.87
689, 100, 29.76, 33.65
692, 100, 29.76, 33.64
695, 100, 29.41, 34.09
699, 100, 29.67, 33.71
702, 100, 29.06, 34.44
706, 100, 29.32, 34.13
709, 100, 29.32, 34.11
713, 100, 29.49, 33.91
716, 100, 29.23, 34.23
719, 100, 28.73, 34.89
723, 100, 29.76, 33.67
726, 100, 29.58, 33.85
730, 100, 29.49, 33.91
733, 100, 28.90, 34.61
736, 100, 29.41, 34.04
740, 100, 27.93, 35.86
743, 100, 29.32, 34.14
747, 100, 29.41, 34.03
750, 100, 29.49, 33.90
754, 100, 29.49, 33.90
757, 100, 29.49, 33.91
761, 100, 29.41, 34.06
764, 100, 29.58, 33.88
767, 100, 29.58, 33.83
771, 100, 29.23, 34.26
774, 100, 29.49, 33.97
778, 100, 29.49, 33.99
781, 100, 29.41, 34.03
784, 100, 29.67, 33.77
788, 100, 29.41, 34.05
791, 100, 29.49, 33.90
795, 100, 29.23, 34.26
798, 100, 29.32, 34.14
801, 100, 29.41, 34.09
805, 100, 29.32, 34.11
808, 100, 29.49, 33.96
812, 100, 29.23, 34.23
815, 100, 29.67, 33.77
818, 100, 29.15, 34.34
822, 100, 29.85, 33.55
825, 100, 29.41, 34.05
829, 100, 29.32, 34.14
832, 100, 29.67, 33.73
835, 100, 29.32, 34.10
839, 100, 29.76, 33.68
842, 100, 29.49, 33.95
846, 100, 28.81, 34.76
849, 100, 28.65, 34.94
853, 100, 29.23, 34.24
856, 100, 29.32, 34.17
859, 100, 29.94, 33.48
863, 100, 29.23, 34.27
866, 100, 29.58, 33.80
870, 100, 29.41, 34.05
873, 100, 29.58, 33.80
876, 100, 29.15, 34.32
880, 100, 29.15, 34.33
883, 100, 29.58, 33.82
887, 100, 29.85, 33.52
890, 100, 29.23, 34.29
893, 100, 29.49, 33.91
897, 100, 29.67, 33.79
900, 100, 29.41, 34.02
904, 100, 29.49, 33.94
907, 100, 29.58, 33.89
910, 100, 29.76, 33.61
914, 100, 29.23, 34.25
917, 100, 29.49, 33.98
921, 100, 28.81, 34.73
924, 100, 29.85, 33.55
928, 100, 29.32, 34.10
931, 100, 29.41, 34.03
934, 100, 29.67, 33.78
938, 100, 29.49, 33.95
941, 100, 29.06, 34.40
945, 100, 29.23, 34.25
948, 100, 29.67, 33.71
951, 100, 29.23, 34.27
955, 100, 28.40, 35.27
958, 100, 29.15, 34.34
962, 100, 29.76, 33.61
965, 100, 29.49, 33.99
969, 100, 29.49, 33.93
972, 100, 29.32, 34.13
975, 100, 29.85, 33.53
979, 100, 29.58, 33.81
982, 100, 29.76, 33.67
985, 100, 29.49, 33.95
989, 100, 29.67, 33.75
992, 100, 29.49, 33.94
996, 100, 29.58, 33.89
999, 100, 29.41, 34.04
1002, 100, 29.67, 33.79
1006, 100, 29.23, 34.29
1009, 100, 29.76, 33.67
1013, 100, 29.58, 33.83
1016, 100, 29.67, 33.77
1019, 100, 29.67, 33.79
1023, 100, 29.41, 34.00
1026, 100, 29.41, 34.07
1030, 100, 29.23, 34.21
1033, 100, 29.32, 34.12
1037, 100, 28.24, 35.43
1040, 100, 29.15, 34.33
1043, 100, 29.49, 33.92
1047, 100, 29.15, 34.36
1050, 100, 29.32, 34.10
1054, 100, 29.23, 34.21
1057, 100, 29.23, 34.20
1061, 100, 28.24, 35.42
1064, 100, 29.58, 33.81
1067, 100, 29.85, 33.51
1071, 100, 29.41, 34.03
1074, 100, 29.32, 34.18
1078, 100, 28.81, 34.76
1081, 100, 29.76, 33.68
1085, 100, 28.98, 34.52
1088, 100, 29.49, 33.99
1091, 100, 29.67, 33.73
1095, 100, 29.06, 34.40
1098, 100, 29.85, 33.52
1102, 100, 28.81, 34.76
1106, 100, 25.25, 39.64
1109, 100, 28.98, 34.51
1113, 100, 29.23, 34.23
1116, 100, 29.85, 33.53
1119, 100, 29.15, 34.31
1123, 100, 29.15, 34.31
1126, 100, 29.67, 33.77
1130, 100, 29.58, 33.87
1133, 100, 29.32, 34.17
1136, 100, 28.90, 34.66
1140, 100, 28.24, 35.43
1143, 100, 29.49, 33.92
1147, 100, 28.65, 34.92
1150, 100, 28.49, 35.16
1154, 100, 28.98, 34.57
1157, 100, 29.49, 33.99
1161, 100, 29.32, 34.12
1164, 100, 29.06, 34.42
1168, 100, 27.93, 35.84
1171, 100, 29.94, 33.46
1175, 100, 29.49, 33.98
1178, 100, 29.67, 33.74
1181, 100, 30.03, 33.35
1185, 100, 28.98, 34.52
1188, 100, 29.58, 33.80
1191, 100, 29.49, 33.98
1195, 100, 29.67, 33.76
1198, 100, 29.67, 33.72
1202, 100, 29.06, 34.46
1205, 100, 29.15, 34.31
1209, 100, 29.49, 33.94
1212, 100, 29.32, 34.13
1215, 100, 29.41, 34.00
1219, 100, 29.67, 33.74
1222, 100, 28.98, 34.56
1226, 100, 29.76, 33.68
1229, 100, 29.67, 33.79
1232, 100, 29.06, 34.41
1236, 100, 29.49, 33.93
1239, 100, 29.41, 34.00
1243, 100, 29.49, 33.90
1246, 100, 29.67, 33.74
1249, 100, 29.32, 34.16
1253, 100, 29.67, 33.78
1256, 100, 29.32, 34.14
1260, 100, 29.85, 33.59
1263, 100, 29.15, 34.35
1266, 100, 29.67, 33.71
1270, 100, 29.58, 33.87
1273, 100, 28.01, 35.70
1277, 100, 29.41, 34.00
1280, 100, 28.81, 34.77
1284, 100, 29.32, 34.17
1287, 100, 29.67, 33.70
1291, 100, 28.40, 35.21
1294, 100, 28.24, 35.44
1298, 100, 28.98, 34.57
1301, 100, 28.73, 34.85
1305, 100, 28.49, 35.18
1308, 100, 29.15, 34.33
1312, 100, 28.90, 34.61
1315, 100, 29.41, 34.01
1318, 100, 28.81, 34.70
1322, 100, 29.67, 33.76
1325, 100, 30.03, 33.36
1329, 100, 29.49, 33.91
1332, 100, 29.41, 34.07
1335, 100, 29.32, 34.13
1339, 100, 29.32, 34.10
1342, 100, 29.58, 33.81
1346, 100, 29.76, 33.62
1349, 100, 29.58, 33.89
1352, 100, 29.49, 33.92
1356, 100, 28.73, 34.80
1359, 100, 29.58, 33.83
1363, 100, 29.23, 34.23
1366, 100, 29.49, 33.92
1369, 100, 29.67, 33.77
1373, 100, 29.23, 34.20
1376, 100, 29.76, 33.62
1380, 100, 26.31, 38.05
1383, 100, 29.58, 33.87
1387, 100, 29.49, 33.96
1390, 100, 29.49, 33.96
1394, 100, 29.41, 34.05
1397, 100, 29.15, 34.36
1401, 100, 29.15, 34.31
1404, 100, 29.49, 33.93
1407, 100, 29.32, 34.17
1411, 100, 29.67, 33.76
1414, 100, 29.58, 33.84
1417, 100, 29.76, 33.61
1421, 100, 29.41, 34.09
1424, 100, 29.15, 34.33
1428, 100, 29.49, 33.92
1431, 100, 29.41, 34.04
1435, 100, 29.23, 34.24
1438, 100, 29.58, 33.86
1441, 100, 29.23, 34.20
1445, 100, 29.58, 33.84
1448, 100, 29.58, 33.83
1452, 100, 29.67, 33.77
1455, 100, 29.49, 33.90
1458, 100, 29.15, 34.33
1462, 100, 29.58, 33.82
1465, 100, 29.23, 34.23
1469, 100, 29.76, 33.66
1472, 100, 29.76, 33.62
1475, 100, 29.23, 34.29
1479, 100, 29.49, 33.99
1482, 100, 29.49, 33.94
1486, 100, 27.85, 35.98
1489, 100, 29.67, 33.73
1493, 100, 29.32, 34.19
1496, 100, 29.67, 33.76
1499, 100, 29.85, 33.59
1503, 100, 29.23, 34.21
1506, 100, 29.32, 34.10
1510, 100, 29.85, 33.51
1513, 100, 29.15, 34.37
1516, 100, 29.23, 34.26
1520, 100, 28.98, 34.57
1523, 100, 29.23, 34.29
1527, 100, 29.85, 33.54
1530, 100, 29.41, 34.05
1533, 100, 29.67, 33.73
1537, 100, 29.76, 33.60
1540, 100, 29.32, 34.10
1544, 100, 29.49, 33.98
1547, 100, 29.41, 34.01
1550, 100, 29.41, 34.01
1554, 100, 29.58, 33.86
1557, 100, 29.76, 33.68
1561, 100, 29.49, 33.92
1564, 100, 29.41, 34.09
1567, 100, 29.32, 34.12
1571, 100, 29.85, 33.53
1574, 100, 29.15, 34.30
1578, 100, 29.41, 34.02
1581, 100, 29.41, 34.06
1584, 100, 29.41, 34.03
1588, 100, 29.41, 34.03
1591, 100, 29.06, 34.42
1595, 100, 29.32, 34.17
1598, 100, 29.41, 34.09
1602, 100, 29.85, 33.55
1605, 100, 29.76, 33.61
1608, 100, 29.85, 33.55
1612, 100, 29.67, 33.74
1615, 100, 29.85, 33.52
1618, 100, 29.32, 34.12
1622, 100, 29.76, 33.62
1625, 100, 29.67, 33.71
1629, 100, 29.23, 34.24
1632, 100, 29.41, 34.06
1635, 100, 30.03, 33.31
1639, 100, 29.49, 33.93
1642, 100, 29.23, 34.28
1646, 100, 29.67, 33.74
1649, 100, 29.23, 34.27
1652, 100, 29.49, 33.90
1656, 100, 29.23, 34.29
1659, 100, 29.85, 33.59
1663, 100, 29.76, 33.68
1666, 100, 29.41, 34.03
1669, 100, 29.58, 33.81
1673, 100, 29.32, 34.16
1676, 100, 29.76, 33.63
1680, 100, 29.76, 33.63
1683, 100, 29.58, 33.88
1686, 100, 29.58, 33.84
1690, 100, 29.67, 33.77
1693, 100, 29.67, 33.70
1696, 100, 29.32, 34.11
1700, 100, 29.85, 33.58
1703, 100, 29.32, 34.10
1707, 100, 29.94, 33.48
1710, 100, 29.67, 33.75
1713, 100, 29.58, 33.81
1717, 100, 29.67, 33.70
1720, 100, 29.67, 33.71
1723, 100, 29.94, 33.48
1727, 100, 29.76, 33.68
1730, 100, 29.76, 33.62
1734, 100, 29.76, 33.64
1737, 100, 29.41, 34.01
1740, 100, 29.41, 34.08
1744, 100, 29.67, 33.73
1747, 100, 29.41, 34.01
1751, 100, 29.67, 33.73
1754, 100, 29.32, 34.14
1757, 100, 29.67, 33.74
1761, 100, 29.32, 34.19
1764, 100, 29.67, 33.79
1768, 100, 29.85, 33.50
1771, 100, 29.41, 34.02
1774, 100, 29.06, 34.40
1778, 100, 29.58, 33.80
1781, 100, 29.23, 34.22
1785, 100, 29.67, 33.79
