time,transactions,batch_throughput_TPS,avg_tx_duration_ms
3, 100, 30.39, 32.91
6, 100, 29.94, 33.47
10, 100, 30.03, 33.33
13, 100, 30.39, 32.94
17, 100, 28.40, 35.24
20, 100, 27.77, 36.01
24, 100, 30.03, 33.33
27, 100, 31.05, 32.24
30, 100, 30.39, 32.90
33, 100, 30.39, 32.94
37, 100, 30.30, 33.00
40, 100, 30.95, 32.36
43, 100, 30.86, 32.47
46, 100, 30.76, 32.53
50, 100, 30.86, 32.47
53, 100, 30.21, 33.10
56, 100, 30.12, 33.22
60, 100, 30.39, 32.91
63, 100, 30.58, 32.71
100, 100, 2.71, 367.93
103, 100, 30.21, 33.18
106, 100, 30.39, 32.95
110, 100, 30.95, 32.34
113, 100, 30.95, 32.37
116, 100, 30.67, 32.67
119, 100, 30.30, 33.05
123, 100, 31.34, 31.99
160, 100, 2.69, 371.09
163, 100, 30.03, 33.32
166, 100, 30.58, 32.71
170, 100, 30.86, 32.46
173, 100, 30.67, 32.60
176, 100, 30.48, 32.88
179, 100, 30.86, 32.42
220, 100, 2.48, 402.80
223, 100, 29.49, 33.96
226, 100, 30.58, 32.74
230, 100, 30.58, 32.78
233, 100, 31.15, 32.13
236, 100, 30.76, 32.50
239, 100, 30.58, 32.74
280, 100, 2.48, 402.72
283, 100, 30.21, 33.19
286, 100, 30.67, 32.68
290, 100, 30.48, 32.84
293, 100, 30.12, 33.20
296, 100, 30.67, 32.63
299, 100, 30.95, 32.30
303, 100, 30.86, 32.48
340, 100, 2.69, 370.59
343, 100, 30.76, 32.58
346, 100, 31.05, 32.28
350, 100, 30.48, 32.88
353, 100, 30.67, 32.65
356, 100, 30.21, 33.16
359, 100, 31.05, 32.28
400, 100, 2.47, 403.55
403, 100, 30.30, 33.08
406, 100, 30.67, 32.67
410, 100, 30.58, 32.72
413, 100, 30.58, 32.77
416, 100, 30.58, 32.79
419, 100, 30.48, 32.81
460, 100, 2.48, 402.63
463, 100, 29.85, 33.56
466, 100, 30.95, 32.34
470, 100, 30.76, 32.57
473, 100, 30.76, 32.55
476, 100, 30.39, 32.90
479, 100, 30.67, 32.66
483, 100, 30.48, 32.89
520, 100, 2.69, 370.40
523, 100, 30.30, 33.01
526, 100, 30.67, 32.66
530, 100, 30.48, 32.83
533, 100, 30.30, 33.07
536, 100, 30.67, 32.66
539, 100, 30.95, 32.30
580, 100, 2.48, 402.65
583, 100, 29.85, 33.53
586, 100, 30.30, 33.07
590, 100, 30.48, 32.89
593, 100, 30.21, 33.13
596, 100, 31.15, 32.16
600, 100, 30.39, 32.95
603, 100, 30.67, 32.66
640, 100, 2.70, 369.77
643, 100, 29.94, 33.43
646, 100, 30.58, 32.76
650, 100, 30.30, 33.04
653, 100, 30.21, 33.17
656, 100, 30.12, 33.24
660, 100, 26.95, 37.10
700, 100, 2.52, 396.45
703, 100, 30.39, 32.94
706, 100, 30.30, 33.00
710, 100, 30.39, 32.95
713, 100, 30.39, 32.91
716, 100, 30.67, 32.65
719, 100, 30.67, 32.60
760, 100, 2.48, 402.55
763, 100, 30.21, 33.17
767, 100, 26.17, 38.25
770, 100, 30.48, 32.87
773, 100, 30.76, 32.58
777, 100, 30.39, 32.95
780, 100, 31.05, 32.20
783, 100, 30.76, 32.58
820, 100, 2.73, 365.29
823, 100, 30.58, 32.77
826, 100, 30.67, 32.63
830, 100, 30.95, 32.39
833, 100, 30.30, 33.08
836, 100, 30.21, 33.18
839, 100, 31.05, 32.24
880, 100, 2.48, 402.86
883, 100, 31.15, 32.15
886, 100, 30.76, 32.57
889, 100, 30.86, 32.48
893, 100, 30.95, 32.36
896, 100, 30.76, 32.59
899, 100, 30.86, 32.44
940, 100, 2.47, 404.81
943, 100, 29.94, 33.46
946, 100, 30.76, 32.56
950, 100, 30.58, 32.71
953, 100, 30.39, 32.90
956, 100, 30.76, 32.52
959, 100, 30.30, 33.06
963, 100, 30.39, 32.91
1000, 100, 2.70, 369.76
1003, 100, 30.21, 33.17
1006, 100, 30.76, 32.58
1010, 100, 30.95, 32.38
1013, 100, 30.67, 32.63
1016, 100, 30.39, 32.99
1020, 100, 30.21, 33.14
1060, 100, 2.48, 402.55
1063, 100, 30.30, 33.03
1066, 100, 30.67, 32.60
1070, 100, 30.58, 32.75
1073, 100, 30.76, 32.50
1076, 100, 30.30, 33.03
1079, 100, 30.67, 32.63
1120, 100, 2.48, 402.95
1123, 100, 31.05, 32.22
1126, 100, 30.95, 32.37
1129, 100, 31.84, 31.42
1133, 100, 31.05, 32.27
1136, 100, 30.76, 32.58
1139, 100, 31.34, 31.91
1142, 100, 30.86, 32.41
1180, 100, 2.67, 374.40
1183, 100, 30.76, 32.55
1186, 100, 31.44, 31.88
1189, 100, 31.64, 31.65
1193, 100, 26.38, 37.90
1196, 100, 31.25, 32.07
1200, 100, 31.84, 31.48
1240, 100, 2.48, 401.78
1243, 100, 31.25, 32.01
1246, 100, 31.05, 32.24
1249, 100, 31.34, 31.98
1253, 100, 31.34, 31.95
1256, 100, 31.15, 32.15
1259, 100, 31.34, 31.93
1262, 100, 31.25, 32.04
1300, 100, 2.66, 375.56
1303, 100, 30.67, 32.61
1306, 100, 30.95, 32.32
1309, 100, 31.15, 32.15
1313, 100, 30.76, 32.51
1316, 100, 31.44, 31.89
1319, 100, 31.74, 31.51
1360, 100, 2.46, 406.52
1363, 100, 30.95, 32.35
1366, 100, 31.34, 31.92
1369, 100, 31.25, 32.06
1373, 100, 31.54, 31.79
1376, 100, 31.84, 31.41
1379, 100, 31.84, 31.49
1420, 100, 2.45, 408.19
1423, 100, 30.67, 32.67
1426, 100, 31.15, 32.16
1429, 100, 31.44, 31.86
1433, 100, 31.15, 32.12
1436, 100, 31.74, 31.55
1439, 100, 31.44, 31.85
1442, 100, 31.74, 31.59
1480, 100, 2.65, 376.19
1483, 100, 31.15, 32.13
1486, 100, 31.05, 32.21
1489, 100, 30.76, 32.53
1493, 100, 30.48, 32.81
1496, 100, 31.05, 32.25
1499, 100, 31.05, 32.20
1540, 100, 2.46, 405.35
1543, 100, 30.86, 32.49
1546, 100, 31.15, 32.18
1549, 100, 31.84, 31.42
1553, 100, 30.86, 32.45
1556, 100, 31.54, 31.74
1559, 100, 31.54, 31.73
1562, 100, 32.05, 31.27
1600, 100, 2.65, 376.37
1603, 100, 31.05, 32.27
1606, 100, 31.74, 31.52
1609, 100, 31.15, 32.16
1613, 100, 31.44, 31.83
1616, 100, 30.86, 32.44
1619, 100, 31.15, 32.16
1660, 100, 2.45, 407.00
1663, 100, 30.58, 32.72
1666, 100, 31.84, 31.47
1669, 100, 31.05, 32.23
1673, 100, 31.44, 31.80
1676, 100, 31.54, 31.70
1679, 100, 31.05, 32.25
1699, 100, 4.92, 203.01
1703, 100, 30.67, 32.61
1706, 100, 30.21, 33.18
1709, 100, 31.15, 32.17
1712, 100, 30.76, 32.55
1716, 100, 31.15, 32.11
1719, 100, 30.58, 32.75
1722, 100, 30.76, 32.52
1726, 100, 25.12, 39.83
1730, 100, 29.76, 33.65
1733, 100, 31.15, 32.17
1736, 100, 31.34, 31.90
1739, 100, 31.34, 31.93
1742, 100, 31.05, 32.28
1746, 100, 30.86, 32.49
1749, 100, 31.15, 32.14
1752, 100, 31.34, 31.95
1755, 100, 30.95, 32.32
1758, 100, 31.64, 31.69
1762, 100, 31.74, 31.57
1765, 100, 31.54, 31.74
1768, 100, 31.54, 31.77
1771, 100, 31.05, 32.22
