tx_num, duration
1,2237
2,2325
3,2309
4,2216
5,2339
6,2572
7,2375
8,2224
9,2300
10,2305
11,2256
12,2276
13,2294
14,2256
15,2193
16,2229
17,2170
18,2459
19,2304
20,2262
21,2373
22,2418
23,2289
24,2343
25,2233
26,2264
27,2208
28,2203
29,2252
30,2207
31,2266
32,2263
33,2202
34,2314
35,2301
36,2313
37,2211
38,2230
39,2348
40,2259
41,2253
42,2313
43,2352
44,2311
45,2401
46,2246
47,2419
48,2357
49,2453
50,2375
51,2420
52,2316
53,2389
54,2260
55,2288
56,2375
57,2541
58,2460
59,2341
60,2406
61,2304
62,2264
63,2373
64,2396
65,2261
66,2303
67,2324
68,2348
69,2263
70,2324
71,2317
72,2276
73,2363
74,2326
75,2304
76,2231
77,2367
78,2287
79,2322
80,2393
81,2360
82,2512
83,2246
84,2420
85,2268
86,2259
87,2202
88,2193
89,2207
90,2262
91,2276
92,2265
93,2295
94,2249
95,2214
96,2295
97,2299
98,2278
99,2250
100,2178
101,2330
102,2228
103,2263
104,2197
105,2237
106,2235
107,2278
108,2387
109,2198
110,2560
111,2468
112,2369
113,2307
114,2377
115,2281
116,2301
117,2327
118,2385
119,2309
120,2265
121,2354
122,2481
123,2429
124,2277
125,2380
126,2263
127,2326
128,2240
129,2239
130,2229
131,2265
132,2257
133,2241
134,2312
135,2233
136,2248
137,2218
138,2353
139,2321
140,2399
141,2533
142,2404
143,2565
144,2318
145,2327
146,2359
147,2252
148,2374
149,2236
150,2394
151,2258
152,2317
153,2256
154,2294
155,2213
156,2231
157,2286
158,2377
159,2324
160,2446
161,2373
162,2243
163,2316
164,2249
165,2315
166,2334
167,2726
168,2589
169,2529
170,2389
171,2303
172,2324
173,2460
174,2465
175,2435
176,2366
177,2428
178,2271
179,2296
180,2613
181,2649
182,2558
183,2535
184,2589
185,2323
186,2280
187,2359
188,2334
189,2340
190,2315
191,2220
192,2323
193,2383
194,2476
195,2452
196,2403
197,2362
198,2463
199,2358
200,2418
201,2377
202,2440
203,2313
204,2249
205,2336
206,2322
207,2371
208,2377
209,2499
210,2428
211,2353
212,2258
213,2278
214,2382
215,2518
216,2387
217,2272
218,2301
219,2314
220,2271
221,2362
222,2308
223,2405
224,2555
225,2353
226,2281
227,2237
228,2526
229,2389
230,2646
231,2901
232,2689
233,2566
234,2261
235,2380
236,2254
237,2377
238,2319
239,2322
240,2385
241,2339
242,2262
243,2360
244,2298
245,2258
246,2218
247,2331
248,2468
249,2429
250,2342
251,2340
252,2343
253,2310
254,2364
255,2476
256,2440
257,2374
258,2595
259,2837
260,2645
261,2530
262,2379
263,2782
264,2546
265,2429
266,2385
267,2375
268,2345
269,2354
270,2422
271,2407
272,2312
273,2307
274,2521
275,2434
276,2599
277,2636
278,2451
279,2271
280,2335
281,2247
282,2301
283,2245
284,2346
285,2354
286,2232
287,2568
288,2491
289,2496
290,2615
291,2518
292,2407
293,2385
294,2303
295,2411
296,2473
297,2461
298,2490
299,2426
300,2251
301,2417
302,2343
303,2379
304,2216
305,2439
306,2647
307,2524
308,2330
309,2474
310,2278
311,2616
312,2657
313,2635
314,2310
315,2537
316,2554
317,2448
318,2290
319,2498
320,2413
321,2869
322,2410
323,2592
324,2392
325,2603
326,2512
327,2571
328,2478
329,2511
330,2330
331,2444
332,2336
333,2212
334,2364
335,2236
336,2507
337,2304
338,2265
339,2362
340,2369
341,2554
342,2410
343,2343
344,2341
345,2550
346,2584
347,2937
348,2549
349,2467
350,2363
351,2506
352,2499
353,2407
354,2321
355,2395
356,2293
357,2340
358,2202
359,2254
360,2347
361,2311
362,2340
363,2235
364,2349
365,2278
366,2269
367,2257
368,2361
369,2333
370,2320
371,2244
372,2354
373,2293
374,2255
375,2237
376,2371
377,2218
378,2254
379,2280
380,2234
381,2313
382,2272
383,2346
384,2313
385,2296
386,2333
387,2374
388,2326
389,2250
390,2252
391,2362
392,2261
393,2331
394,2290
395,2274
396,2289
397,2300
398,2316
399,2280
400,2379
401,2236
402,2323
403,2228
404,2216
405,2257
406,2333
407,2218
408,2257
409,2317
410,2382
411,2423
412,2302
413,2226
414,2347
415,2286
416,2200
417,2236
418,2336
419,2300
420,2201
421,2286
422,2335
423,2317
424,2360
425,2381
426,2285
427,2282
428,2213
429,2338
430,2289
431,2236
432,2306
433,2303
434,2381
435,2225
436,2254
437,2312
438,2325
439,2320
440,2319
441,2269
442,2427
443,2378
444,2256
445,2331
446,2348
447,2369
448,2331
449,2257
450,2328
451,2335
452,2250
453,2270
454,2240
